75254759540889	2.6081765	-0.21794678	10.33451	-0.046461433	0.048697088	-0.01038172	-17.412012	20.335232	-32.642532	995.65015
75254765749379	3.1566358	-0.44307864	9.718989	0.012128114	-0.092450455	0.014651994	-17.412012	20.710232	-31.392532	995.6433
75254772734068	2.42376	-0.4622388	8.940608	0.05686922	0.08331818	-0.03435017	-16.662012	20.335232	-30.955032	995.63855
75254779088652	2.2537134	-0.0047900393	8.56459	4.102056E-4	0.060415	-0.0023922364	-16.662012	20.335232	-30.955032	995.63855
75254784727402	1.9375709	-0.34727785	9.13221	-0.06883199	-0.012022984	8.03557E-4	-16.662012	20.335232	-30.955032	995.63855
75254790354174	2.675237	-0.31135255	10.200389	-0.078952	-0.03226301	-0.004522765	-17.787012	20.710232	-32.642532	995.63855
75254796082299	2.6512868	-0.21076173	10.676997	-0.025688773	-0.030665113	-0.008251191	-17.787012	20.710232	-32.642532	995.63855
75254801631466	3.5637891	-0.46942386	9.860296	0.049945	0.021532845	-0.03221964	-17.787012	20.710232	-32.642532	995.63855
75254807465217	2.6057813	-0.045505375	9.319021	0.051010266	0.062012896	-0.032752275	-17.787012	20.710232	-32.642532	995.63855
75254813052926	2.6896071	0.033530276	8.988508	0.048879735	0.06946974	-0.03435017	-18.162012	19.960232	-33.080032	995.63855
75254820100322	2.454895	0.28979737	8.820857	-0.0075792777	0.022065477	-0.046600714	-18.162012	19.960232	-33.080032	995.63855
75254826112563	2.668052	0.22513184	9.005274	-0.042733006	0.0119454665	-0.04340492	-18.162012	19.960232	-33.080032	995.63855
75254832025167	2.4980054	0.14849122	10.035132	-0.04166774	0.034848653	-0.06257968	-17.787012	19.960232	-32.642532	995.63855
75254837892251	2.699187	0.011975098	10.296189	-0.039537214	0.025261272	-0.06737337	-17.787012	19.960232	-32.642532	995.63855
75254843580116	2.8285182	0.13891114	10.190808	0.024378655	0.0119454665	-0.08388497	-17.787012	19.960232	-32.642532	995.63855
75254849324023	2.6967921	0.41912845	9.433982	0.04035762	0.04709919	-0.063644946	-17.412012	19.960232	-33.080032	995.63855
75254854905742	2.7015822	0.30895755	9.144185	0.025976554	0.071067646	-0.06684074	-17.412012	19.960232	-33.080032	995.63855
75254860507670	2.1698878	0.84544194	9.220825	0.00147547	0.06414343	-0.05352493	-17.412012	19.960232	-33.080032	995.63855
75254866023400	2.327959	0.6610254	9.390872	-0.03154773	0.0055538793	-0.060981784	-17.412012	19.960232	-33.080032	995.63855
75254871800275	2.5123756	0.68976563	9.766891	-0.024623508	-8.3770754E-4	-0.045002814	-18.537012	19.585232	-34.705032	995.63855
75254877359026	2.804568	0.28979737	9.970467	-0.023025611	-0.004033501	-0.05565546	-18.537012	19.585232	-34.705032	995.63855
75254882856474	2.4884255	0.54366946	10.020762	0.0020081024	0.016739156	-0.042339653	-18.537012	19.585232	-34.705032	995.63855
75254888554027	2.9746144	0.15088624	9.532178	0.031835504	0.040707607	-0.044470184	-18.537012	19.585232	-34.705032	995.63855
75254894785538	2.6345215	0.32332766	9.699829	0.029172346	0.033783387	-0.025295421	-18.912012	19.960232	-33.080032	995.63855
75254901913976	2.8907888	0.30416748	9.431587	-0.0017203233	-3.0507531E-4	-0.016773306	-18.912012	19.960232	-33.080032	995.63855
75254907479498	2.8812087	0.040715333	9.309442	-0.0070466455	0.03218549	0.010390936	-18.912012	19.960232	-33.080032	995.63855
75254913045748	2.0142114	0.36883304	10.197993	0.005736528	0.12646139	0.02317411	-19.287012	18.835232	-33.455032	995.63855
75254918846686	1.7890797	0.41194338	10.049502	0.033966035	0.0918403	0.041283604	-19.287012	18.835232	-33.455032	995.6351
75254924819916	1.839375	0.69695073	8.995694	0.06326081	-0.04398092	0.030630963	-19.287012	18.835232	-33.455032	995.6351
75254930884656	1.8968556	0.4766089	7.9706254	0.051010266	-0.09085256	0.050870985	-19.287012	19.960232	-33.892532	995.6351
75254936684501	2.4333398	-0.07424561	8.600515	-0.072560415	-0.017349306	0.06258889	-19.287012	19.960232	-33.892532	995.6351
75254942215491	2.5962012	-0.2778223	10.241104	-0.14073734	0.06307816	0.06365416	-19.287012	19.960232	-33.892532	995.6351
75254948025960	2.6776319	-0.57001466	11.445799	-0.0954636	0.07799186	0.04927309	-19.287012	19.960232	-33.892532	995.6351
75254953811638	2.3998096	-0.35925296	11.239827	0.030237611	0.060415	0.016249893	-19.662012	19.960232	-33.455032	995.6351
75254959306117	2.0118165	0.39996827	9.524993	0.18683149	0.032718122	-0.0039901333	-19.662012	19.960232	-33.455032	995.6351
75254964755076	1.8705103	0.5508545	8.171807	0.16019987	0.026859168	-0.0077185584	-19.662012	19.960232	-33.455032	995.6351
75254970502369	1.8202149	0.39757326	7.719148	0.014791275	0.0012928214	0.0066625113	-18.912012	19.960232	-32.205032	995.6351
75254976089557	2.2058132	0.21315674	8.770562	-0.16257526	-0.057296723	0.027435169	-18.912012	19.960232	-32.205032	995.6351
75254981576640	2.5123756	-0.45984375	10.039923	-0.16949947	-0.031197745	0.033294123	-18.912012	19.960232	-32.205032	995.6351
75254987070912	3.03928	-0.76880133	11.776312	-0.06510356	-0.016816676	0.013586731	-18.912012	19.960232	-32.205032	995.6351
75254992540392	2.7854078	-0.39278322	11.788286	0.07817451	-3.0507531E-4	-0.008783823	-19.287012	19.585232	-33.017532	995.6351
75254997956746	2.323169	-0.026345216	9.187295	0.17777674	0.06094763	-0.017305939	-19.287012	19.585232	-33.017532	995.6351
75255003414403	1.8872755	0.26584718	8.023315	0.11386087	0.052958146	-0.015175411	-19.287012	19.585232	-33.017532	995.6351
75255008871279	1.9663111	0.33530274	7.8772197	-0.0129056005	-0.009892455	-0.006120662	-19.662012	19.210232	-33.455032	995.6351
75255014287738	2.3686745	0.12933107	8.50711	-0.12582363	-0.042915653	0.013054098	-19.662012	19.210232	-33.455032	995.63684
75255019833155	2.7662477	-0.016765138	9.663904	-0.14393313	-0.02267563	0.019445686	-19.662012	19.210232	-33.455032	995.63684
75255025667009	2.931504	-0.46942386	10.976375	-0.07682147	0.014608626	0.024239376	-19.662012	19.210232	-33.455032	995.63684
75255031238781	2.8141482	-0.4023633	10.751244	0.110665075	0.015141259	0.017315157	-18.912012	19.960232	-33.892532	995.63684
75255036705917	2.7830129	-0.040715333	9.716595	0.13995984	0.004488615	0.010390936	-18.912012	19.960232	-33.892532	995.63684
75255042171126	2.4692652	0.3544629	8.62207	0.09521874	-0.0029682363	0.019445686	-18.912012	19.960232	-33.892532	995.63684
75255047818001	2.4069948	0.5460645	8.032896	0.007867056	0.0034233504	0.030630963	-18.912012	19.960232	-33.892532	995.63684
75255053446804	2.7734327	-0.05508545	8.911868	-0.10185518	0.0066191433	0.031163594	-17.787012	19.585232	-33.080032	995.63684
75255058982117	2.794988	-0.45984375	9.812395	-0.11357309	-0.0370567	0.024772009	-17.787012	19.585232	-33.080032	995.63684
75255064498732	2.7231374	-0.40715334	10.720108	-0.059244607	-0.020012468	0.025837272	-17.787012	19.585232	-33.080032	995.63684
