#D_ACCELX,D_ACCELY,D_ACCELZ,TRUEX,TRUEY,TRUEZ
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,0.02,-1,0,0,-1
0.01,-0.97,-0.39,0,-1,0
-0.05,-1.02,-0.01,0,-1,0
-0.03,-1.01,0,0,-1,0
0,-1,-0.05,0,-1,0
-0.05,-1,-0.06,0,-1,0
0.05,-0.96,0.03,0,-1,0
0.01,-0.94,0.01,0,-1,0
0.03,-1,0.04,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
-0.01,-1.01,0,0,-1,0
