#D_ACCELX,D_ACCELY,D_ACCELZ,TRUEX,TRUEY,TRUEZ
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
-0.01,-0.02,-0.98,0,0,-1
