100934469780987	8520	-14192	-2660	13	-22	154
100934470137966	9068	-14012	-2676	25	-48	158
100934470345571	8316	-14272	-2864	1	-6	176
100934470560675	8924	-14156	-2796	-6	-19	161
100934470960050	8952	-14000	-2816	-4	-5	157
100934471216977	8488	-14244	-2796	12	8	156
100934471726352	8992	-14080	-2968	-19	-11	155
100934471912290	8836	-14000	-2680	-1	-13	145
100934472202602	8496	-14244	-2732	-1	7	160
100934472387290	8976	-14028	-2872	-34	-20	157
100934472580623	8672	-14084	-2784	-59	4	178
100934472778800	8448	-14232	-2884	-27	-13	135
100934473231925	8992	-14048	-2760	-39	-11	157
100934473636873	8468	-14072	-2788	-72	-14	109
100934474110206	8632	-14236	-2784	-27	-1	136
100934474333644	8932	-14076	-2844	-39	-17	116
100934476766613	8448	-14268	-2896	-19	-35	128
100934477320832	8560	-14276	-2880	-17	-1	129
100934477612863	8956	-14112	-2956	-23	-49	112
100934477969582	8420	-14196	-2944	-25	-40	110
100934478589113	8620	-14216	-2880	-12	-55	102
100934478968176	8952	-14108	-2976	-39	-47	124
100934479180571	8296	-14196	-2804	4	-53	111
100934479399269	8884	-14208	-2812	-23	-48	89
100934479574530	8876	-14024	-2860	-12	-53	83
100934481472811	8292	-14116	-2804	-32	-14	95
100934481870936	8984	-14108	-2816	-48	-35	100
100934482088801	8828	-14012	-2796	-19	-38	88
100934482265676	8296	-14220	-2908	-34	-34	84
100934536298077	8820	-14076	-2948	-54	-18	84
100934536749327	8648	-14096	-2880	-32	12	97
100934537004015	8492	-14196	-2992	-59	10	58
100934537165942	9104	-14088	-2884	-67	-17	78
100934538319015	8532	-14204	-2928	-37	-10	71
100934538870161	8560	-14224	-2980	-67	14	111
100934539069952	8988	-14140	-3016	-46	15	68
100934539229380	8484	-14288	-2760	-36	-9	66
100934539378234	8752	-14200	-2952	-30	-38	68
100934540638078	8828	-14092	-2844	-27	-13	58
100934542417088	8340	-14188	-2824	-43	-29	33
100934542917713	8776	-14116	-2824	-28	-49	51
100934543139849	8596	-14072	-2976	-11	-54	72
100934543608338	8372	-14200	-2840	-9	-40	47
100934544125578	8996	-14144	-3008	-15	-36	35
100934544361620	8680	-14196	-3008	-25	-32	58
100934544743599	8400	-14224	-2956	-22	-52	41
100934545780995	9024	-14148	-2896	3	-30	31
100934546402037	8396	-14216	-2920	6	-25	34
100934546684901	8712	-14200	-2872	-30	-13	58
100934546877870	8976	-14072	-2896	-34	-11	31
100934548662297	8356	-14268	-2924	-58	-9	21
100934549080214	8808	-14132	-2816	-47	12	31
100934549260735	8760	-14104	-2904	-66	33	37
100934549503443	8304	-14288	-2908	-50	33	14
100934549692245	8944	-14092	-2944	-34	35	18
100934552045110	8584	-14196	-2976	-39	43	4
100934552401777	8664	-14272	-2972	-17	-1	-1
100934552747193	8920	-14044	-2868	0	0	5
100934552933704	8304	-14260	-3064	-11	-14	2
100934581145009	8696	-14176	-3020	10	-42	-20
100934581536832	8704	-14124	-2920	-6	-10	-10
100934581693863	8384	-14256	-2832	20	-25	-25
100934581824488	8896	-14180	-2892	0	-16	-15
100934581948082	8636	-14156	-2824	14	-51	-35
100934583446728	8584	-14148	-2852	12	-26	-17
100934583834280	9076	-14136	-2752	-9	-4	-24
100934584041155	8564	-14096	-2816	-33	-21	-30
100934584200790	8756	-14184	-2848	-28	-23	-14
100934586024801	9096	-14048	-2740	-12	16	-19
100934586297822	8596	-14060	-2856	-33	9	-18
100934586430895	8880	-14008	-2900	-49	-1	-4
100934586553707	8952	-14016	-2996	-28	8	-11
100934588367562	8416	-14172	-2852	-30	-12	14
100934588601312	9028	-14172	-2900	-20	3	28
100934588764697	8780	-14064	-3012	-13	19	5
100934588895947	8652	-14176	-2968	-10	-7	22
100934589020635	9064	-14016	-3036	-13	31	47
100934592187614	8612	-14148	-2768	-3	10	47
100934592782822	8664	-14216	-2868	-8	-15	42
100934593101937	9012	-13876	-2792	16	30	79
100934593621104	8400	-14260	-3016	-14	26	61
100934594181000	8804	-14172	-2852	9	-4	68
100934594435375	8684	-14084	-3000	-29	34	69
100934594618656	8588	-14104	-2820	9	15	72
100934594751416	9008	-13984	-2916	-8	20	92
100934594890531	8432	-14248	-2868	-12	12	67
100934605802876	8796	-14248	-2736	6	37	57
100934606111574	8816	-14064	-2728	-6	30	102
100934606277876	8400	-14308	-2952	-11	1	68
100934606396418	8960	-14084	-2864	-19	11	70
100934611087616	8612	-14156	-2764	1	22	51
100934611586418	8516	-14284	-2956	-17	29	68
100934611932043	9024	-14032	-2916	-3	8	61
100934612140949	8252	-14368	-2916	8	-8	79
100934612311939	8872	-14068	-2860	20	12	64
100934612790272	8748	-14084	-2764	9	-2	72
100934613028397	8368	-14208	-2864	29	-11	54
100934613460064	8944	-14184	-2772	4	-1	66
